ID,Nome,Nome Japonês,Tipo,Tipo 2,HP,Ataque,Defesa,Velocidade,Nível,Experiência,Altura,Peso,Total,Ataque Especial (Sp. Atk),Defesa Especial (Sp. Def),Geração,É Lendário,Percentual Masculino,Classificação,Taxa de Captura,Passos para Chocar,Habilidades,Crescimento de Experiência,Felicidade Base
3203,Omanyte,Samantha,Lutador,Gelo,164.0,114.0,29.0,131.0,86,5429.0,0.35,239.97,488,40.0,120.0,3,0,24.750240038283465,his,138.0,9638.0,,954699.0,222.0
3204,Golduck,Jacob,Aço,,83.0,144.0,124.0,44.0,32,2672.0,2.27,39.3,712,75.0,68.0,3,1,79.14234706579447,song,10.0,8957.0,certainly,1408410.0,18.0
3205,Ivysaur,Eric,Lutador,Voador,81.0,78.0,16.0,113.0,60,,2.35,179.28,713,59.0,69.0,2,0,92.83548331318467,start,110.0,7156.0,treatment,1421503.0,
3206,Grimer,Kathleen,Água,Dragão,95.0,124.0,109.0,93.0,86,7067.0,2.13,230.08,213,120.0,102.0,1,0,15.333398766358709,yourself,26.0,6907.0,security,733206.0,69.0
3207,Fearow,Glenn,Psíquico,Fada,61.0,,10.0,103.0,21,4221.0,0.52,111.84,400,147.0,139.0,2,0,10.767838549827013,activity,47.0,1308.0,day,632376.0,133.0
3208,Sandshrew,Jill,Sombrio,Aço,189.0,52.0,111.0,59.0,27,8859.0,1.61,251.79,256,58.0,25.0,1,0,,hit,161.0,6624.0,effect,1011612.0,158.0
3209,Kakuna,Sheryl,Fantasma,,171.0,132.0,27.0,98.0,96,7002.0,2.42,244.86,286,145.0,107.0,3,0,52.47237678617552,accept,241.0,5403.0,action,1518746.0,183.0
3210,Psyduck,Angela,Aço,,177.0,133.0,134.0,99.0,66,3178.0,0.86,214.24,792,46.0,148.0,6,0,64.9785679095065,enough,230.0,4696.0,low,822989.0,110.0
3211,Clefable,Christine,Grama,,102.0,68.0,59.0,,84,955.0,2.45,,456,13.0,125.0,2,0,34.44558380384591,fight,60.0,1523.0,much,1005385.0,76.0
3212,Ponyta,Catherine,Voador,,54.0,29.0,136.0,,73,3578.0,0.43,,554,44.0,100.0,4,0,36.075864408101765,major,,5847.0,world,1487398.0,78.0
3213,Cloyster,Gary,Lutador,,194.0,128.0,126.0,99.0,68,8464.0,0.31,159.03,631,27.0,34.0,5,0,4.9642074421631595,ground,75.0,7442.0,understand,969787.0,209.0
3214,Primeape,Michelle,Gelo,Fogo,67.0,63.0,135.0,17.0,95,3773.0,1.8,,675,129.0,21.0,4,0,24.11389136900608,news,219.0,1489.0,collection,687259.0,132.0
3215,Zapdos,Ian,Elétrico,,188.0,41.0,114.0,125.0,90,6445.0,0.56,209.7,425,41.0,94.0,2,0,84.11674276970511,guy,149.0,5920.0,instead,1495270.0,79.0
3216,Meowth,Joshua,Voador,Inseto,,16.0,148.0,78.0,74,2932.0,2.05,206.97,262,130.0,49.0,6,0,53.1984613962853,agent,226.0,7477.0,organization,727749.0,78.0
3217,Charmander,Karen,Gelo,,141.0,126.0,124.0,96.0,95,6763.0,1.23,125.3,659,134.0,63.0,1,0,27.02832654894779,maintain,89.0,,second,762389.0,169.0
3218,Blastoise,Lee,Dragão,,30.0,24.0,36.0,103.0,20,,0.47,68.86,224,56.0,146.0,3,0,78.99726132361393,read,195.0,6341.0,throughout,734150.0,245.0
3219,Jolteon,John,Sombrio,,165.0,111.0,90.0,74.0,94,5499.0,,218.56,782,120.0,34.0,3,0,43.58051706116372,surface,125.0,8355.0,meeting,618261.0,212.0
3220,Jynx,Alan,Sombrio,,,17.0,12.0,20.0,37,7695.0,,,262,63.0,125.0,1,0,17.28851834817612,discussion,43.0,,,1058066.0,241.0
3221,Venusaur,Regina,Gelo,Aço,172.0,20.0,122.0,,92,5239.0,,81.78,611,19.0,21.0,3,0,17.686967217512738,something,184.0,9344.0,last,1128831.0,53.0
3222,Lickitung,Dawn,Pedra,,63.0,136.0,74.0,95.0,6,4524.0,2.02,,493,12.0,147.0,5,0,4.619297804276501,class,242.0,9348.0,education,1191883.0,166.0
3223,Dragonair,Nicole,Gelo,Fogo,64.0,60.0,66.0,11.0,71,1732.0,1.6,,308,114.0,117.0,3,0,94.60121731907837,sea,228.0,8099.0,chair,1199910.0,246.0
3224,Magnemite,Maureen,Voador,Inseto,88.0,99.0,,,63,9914.0,1.96,110.29,228,43.0,,7,0,21.50186728926541,hit,231.0,5350.0,language,1125656.0,249.0
3225,Dewgong,Michelle,Lutador,,137.0,87.0,114.0,128.0,87,1288.0,,288.2,489,74.0,113.0,7,0,8.335941720780438,probably,243.0,7331.0,science,1344882.0,244.0
3226,Wigglytuff,Eric,Fantasma,,65.0,101.0,139.0,131.0,64,8634.0,,103.52,421,78.0,117.0,4,0,64.30746551075485,material,9.0,7110.0,room,1390750.0,232.0
3227,Charmeleon,Cody,Água,,116.0,69.0,82.0,9.0,86,6322.0,1.8,,529,122.0,21.0,6,0,15.108338145469169,mind,54.0,7057.0,management,653533.0,76.0
3228,Golbat,Beth,Fogo,,26.0,19.0,56.0,,86,2695.0,1.43,175.92,738,105.0,75.0,2,0,82.74513475861967,president,193.0,9471.0,detail,1010660.0,87.0
3229,Exeggutor,Tammy,Fada,,112.0,146.0,,,38,,,244.68,651,91.0,51.0,1,0,58.13527047066253,while,31.0,3287.0,such,1081509.0,59.0
3230,Drowzee,Lisa,Inseto,,104.0,119.0,74.0,38.0,70,6803.0,0.95,225.05,662,49.0,53.0,3,0,20.686280989073925,out,124.0,8936.0,gas,1513708.0,214.0
3231,Hitmonlee,Sarah,Grama,,88.0,82.0,93.0,82.0,38,8867.0,1.13,,508,41.0,112.0,7,0,56.25213760468931,one,27.0,4157.0,budget,1292890.0,158.0
3232,Charmeleon,Julie,Gelo,,156.0,49.0,81.0,80.0,61,7891.0,0.56,88.6,746,,36.0,5,0,44.63913652642019,voice,26.0,1693.0,message,1166688.0,36.0
3233,Nidoran♀,Amy,Inseto,,166.0,100.0,107.0,17.0,94,,,174.01,201,91.0,84.0,4,0,2.8373606232930726,hand,120.0,5549.0,travel,1122718.0,175.0
3234,Charmeleon,Lindsay,Fantasma,,,97.0,73.0,105.0,85,3658.0,1.42,265.46,379,74.0,100.0,6,0,24.721240513789688,decide,91.0,7479.0,church,767249.0,33.0
3235,Eevee,Rebecca,Sombrio,,63.0,46.0,51.0,131.0,48,9499.0,0.65,198.26,437,142.0,63.0,7,0,67.37431733741414,government,51.0,8817.0,but,932058.0,62.0
3236,Mew,Kyle,Aço,,168.0,143.0,104.0,132.0,34,9576.0,0.84,17.94,353,113.0,21.0,7,0,71.73007118100661,,21.0,,,636140.0,238.0
3237,Charmeleon,Anthony,Pedra,Lutador,186.0,83.0,42.0,84.0,30,9977.0,,,319,74.0,39.0,5,0,87.07919912758881,ahead,79.0,9019.0,plan,,171.0
3238,Geodude,Kevin,Inseto,,131.0,82.0,67.0,104.0,24,,0.98,134.56,531,55.0,117.0,3,0,30.23595677825035,skin,179.0,6524.0,conference,1341100.0,158.0
3239,Sandshrew,Meredith,Fogo,,194.0,43.0,134.0,124.0,49,1870.0,0.68,83.39,656,30.0,119.0,6,0,62.53077974613199,charge,71.0,6274.0,next,742578.0,54.0
3240,Golduck,Heather,Fada,Sombrio,61.0,43.0,62.0,,48,,2.29,,535,22.0,34.0,3,1,21.43816452819295,shoulder,139.0,9224.0,less,689306.0,205.0
3241,Pinsir,Devin,Elétrico,,121.0,,,,75,1524.0,,91.25,312,69.0,80.0,3,0,17.361650842657284,born,21.0,2158.0,see,1192562.0,79.0
3242,Marowak,Tamara,Fogo,,170.0,136.0,,143.0,69,7316.0,0.34,,752,65.0,86.0,3,0,2.1415579442724653,open,103.0,9821.0,claim,1144789.0,29.0
3243,Poliwag,Kathleen,Inseto,Voador,145.0,113.0,94.0,19.0,40,9783.0,,299.41,532,122.0,48.0,2,0,26.230946326838932,behind,69.0,1709.0,foot,1246465.0,42.0
3244,Snorlax,Andrew,Água,,110.0,92.0,39.0,,10,6367.0,0.73,,252,140.0,107.0,1,0,94.96191650785912,resource,31.0,7263.0,opportunity,1574290.0,163.0
3245,Graveler,Jamie,Gelo,,191.0,92.0,86.0,15.0,99,192.0,1.41,,703,140.0,69.0,4,0,22.38921099270126,maybe,,6449.0,good,888120.0,97.0
3246,Charmeleon,Anita,Fantasma,,130.0,37.0,,99.0,75,9686.0,1.89,193.8,558,136.0,135.0,7,0,49.54713737557677,nothing,164.0,4926.0,issue,1463092.0,222.0
3247,Butterfree,Joshua,Elétrico,,42.0,89.0,17.0,40.0,25,6302.0,2.28,171.32,509,65.0,76.0,2,0,94.84629041208505,,31.0,2008.0,child,749137.0,6.0
3248,Wartortle,Christopher,Voador,,185.0,102.0,139.0,140.0,70,6164.0,1.57,208.11,245,85.0,94.0,4,0,56.78586293662896,man,10.0,2196.0,game,932220.0,49.0
3249,Snorlax,John,Voador,,142.0,,114.0,76.0,56,7574.0,,,217,24.0,127.0,3,0,66.10183264580357,reality,226.0,5022.0,American,1516404.0,58.0
3250,Butterfree,Mary,Sombrio,,37.0,10.0,63.0,29.0,50,6755.0,0.8,199.72,799,10.0,38.0,2,1,19.35040976912763,sport,225.0,5099.0,structure,1352477.0,46.0
3251,Cloyster,Julie,Grama,Fogo,128.0,66.0,16.0,,9,943.0,,217.46,724,68.0,106.0,5,0,43.57580184341197,plant,8.0,1465.0,up,1620766.0,194.0
3252,Electabuzz,Justin,Água,,,57.0,67.0,27.0,95,7669.0,,28.44,297,22.0,58.0,6,0,35.844189996508206,ahead,54.0,1590.0,sing,1599149.0,113.0
3253,Wartortle,Megan,Água,,145.0,65.0,45.0,138.0,30,2469.0,1.0,180.59,284,79.0,10.0,5,0,27.546298012555948,someone,,6179.0,or,,61.0
3254,Persian,Maurice,Inseto,,42.0,38.0,31.0,,76,,1.71,278.91,679,147.0,29.0,2,0,5.801483917075023,find,61.0,8391.0,game,1305362.0,141.0
3255,Lapras,Jay,Fantasma,Gelo,94.0,138.0,31.0,136.0,98,3171.0,2.31,42.51,300,106.0,136.0,6,0,51.565461642885644,audience,32.0,4375.0,leave,958853.0,24.0
3256,Arcanine,Ryan,Fada,,31.0,48.0,48.0,8.0,7,7458.0,1.02,153.36,636,109.0,149.0,2,0,8.553141278249754,believe,54.0,8205.0,song,1183946.0,121.0
3257,Dragonite,Troy,Elétrico,,178.0,113.0,44.0,41.0,35,6177.0,2.45,24.36,597,82.0,14.0,5,0,54.9097728359731,stage,15.0,7780.0,current,,42.0
3258,Shellder,Tony,Água,,135.0,45.0,109.0,102.0,90,2600.0,,,584,138.0,74.0,3,0,7.514779287896555,but,53.0,5766.0,necessary,786926.0,230.0
3259,Weezing,Denise,Grama,,199.0,41.0,78.0,23.0,3,5783.0,,263.56,646,60.0,137.0,3,0,12.222613304244668,note,241.0,7596.0,picture,697427.0,190.0
3260,Mew,Cody,Água,Grama,,148.0,141.0,83.0,85,6009.0,1.62,42.21,281,82.0,15.0,6,0,53.11764778701548,expect,136.0,2167.0,during,1327666.0,80.0
3261,Golem,Tonya,Lutador,,124.0,74.0,102.0,,39,9783.0,1.82,,303,35.0,86.0,5,0,,maintain,112.0,4148.0,item,871522.0,53.0
3262,Gengar,Kathleen,Aço,Dragão,189.0,135.0,51.0,53.0,12,6118.0,,126.04,440,147.0,46.0,7,0,3.8991330934355584,site,39.0,5884.0,maybe,1603681.0,12.0
3263,Fearow,William,Água,,132.0,99.0,70.0,,16,3119.0,0.93,,456,,34.0,7,0,37.074416672563245,tonight,152.0,3899.0,side,650848.0,243.0
3264,Pidgeotto,Lucas,Sombrio,,153.0,96.0,123.0,56.0,90,6901.0,,181.24,210,119.0,21.0,3,0,28.29221184884725,work,237.0,4785.0,nothing,1561276.0,228.0
3265,Vaporeon,Jacob,Voador,,,130.0,,37.0,6,9810.0,1.76,,304,94.0,95.0,6,0,78.36346836410468,next,165.0,9409.0,half,1376966.0,48.0
3266,Charizard,Nicholas,Fantasma,,184.0,148.0,,62.0,56,3761.0,0.65,221.05,714,,133.0,6,0,47.32606913400977,nearly,213.0,9228.0,cell,621727.0,
3267,Dodrio,Linda,Lutador,,39.0,11.0,123.0,85.0,26,8563.0,,53.43,261,32.0,47.0,6,0,67.73380607991248,leader,208.0,6236.0,together,,242.0
3268,Caterpie,Shawn,Psíquico,Inseto,,32.0,106.0,139.0,40,9603.0,0.58,273.17,669,113.0,144.0,4,0,14.997210916951609,suffer,191.0,9125.0,blood,656554.0,166.0
3269,Nidoking,Ashley,Voador,Sombrio,167.0,45.0,118.0,44.0,66,6935.0,1.34,181.65,305,,13.0,5,0,2.8729418664801165,worry,,4504.0,listen,806669.0,58.0
3270,Psyduck,Mark,Grama,,172.0,12.0,106.0,115.0,71,1402.0,1.5,,681,36.0,101.0,4,1,22.98857765496576,outside,169.0,7720.0,,863679.0,99.0
3271,Sandslash,Laura,Grama,Grama,192.0,72.0,70.0,106.0,40,5230.0,1.94,292.87,397,95.0,129.0,4,0,89.69497258809669,rule,239.0,8889.0,personal,1190300.0,193.0
3272,Dratini,Donna,Gelo,,137.0,92.0,13.0,148.0,8,9780.0,2.27,,535,28.0,89.0,5,1,84.60456244060136,language,157.0,,next,1006894.0,240.0
3273,Goldeen,Michael,Fantasma,Fada,141.0,91.0,,137.0,31,2657.0,0.73,211.02,652,41.0,,5,0,38.937316045739976,cause,216.0,7955.0,agree,1170073.0,94.0
3274,Gastly,Robert,Sombrio,,85.0,33.0,,138.0,15,6798.0,0.86,286.82,510,14.0,130.0,5,0,64.22428344021793,sister,90.0,2445.0,skill,768980.0,48.0
3275,Clefable,Thomas,Fogo,,161.0,72.0,,125.0,6,2168.0,1.8,155.89,474,94.0,93.0,5,0,26.64261224640215,enough,168.0,,three,1625872.0,240.0
3276,Gloom,Colleen,Água,,89.0,112.0,70.0,41.0,7,3088.0,2.14,159.76,409,126.0,,1,0,3.330362496406314,local,151.0,8586.0,require,1023299.0,86.0
3277,Geodude,Daniel,Sombrio,,192.0,85.0,88.0,77.0,6,2508.0,,,294,24.0,66.0,2,0,82.10676363868649,already,18.0,8168.0,then,1492339.0,175.0
3278,Venomoth,Julia,Dragão,,178.0,98.0,106.0,,54,8012.0,,20.29,668,67.0,121.0,6,0,32.25115340239058,nearly,242.0,8772.0,character,1052944.0,14.0
3279,Kingler,Gregory,Fada,Grama,26.0,60.0,131.0,5.0,56,3553.0,0.49,81.6,582,50.0,144.0,7,0,80.00893747094187,only,159.0,9126.0,feel,1479010.0,100.0
3280,Lickitung,Peter,Gelo,Fada,32.0,71.0,128.0,91.0,37,4458.0,2.4,46.62,298,132.0,102.0,4,0,98.64200171399116,yes,173.0,6997.0,inside,1333417.0,24.0
3281,Parasect,William,Psíquico,,143.0,90.0,52.0,115.0,53,1601.0,1.26,228.5,573,93.0,104.0,2,0,32.42784041445345,meet,102.0,5272.0,body,1068816.0,134.0
3282,Hitmonchan,George,Gelo,Fantasma,49.0,122.0,114.0,45.0,31,4597.0,1.0,185.39,782,43.0,146.0,3,0,40.79338443279049,four,232.0,3705.0,Democrat,,30.0
3283,Alakazam,Michael,Pedra,,39.0,115.0,64.0,68.0,26,,2.17,61.98,221,27.0,42.0,5,0,58.727773022704575,law,154.0,6357.0,past,1361643.0,165.0
3284,Shellder,Allison,Lutador,,147.0,34.0,,113.0,64,7530.0,,49.91,763,76.0,115.0,4,0,,official,4.0,4355.0,mouth,1615458.0,56.0
3285,Victreebel,Chelsea,Fada,Psíquico,,28.0,45.0,43.0,23,709.0,1.76,296.71,365,,137.0,7,0,56.08474968740131,it,131.0,5238.0,most,859564.0,186.0
3286,Nidoran♀,Michael,Lutador,Grama,196.0,,26.0,13.0,14,1717.0,2.36,,515,14.0,94.0,4,0,45.197416975746094,near,166.0,1745.0,catch,1354997.0,160.0
3287,Pidgeot,Benjamin,Pedra,,69.0,117.0,38.0,88.0,96,5917.0,,109.13,484,42.0,74.0,7,0,2.153041039825354,role,126.0,1740.0,who,1172947.0,207.0
3288,Kingler,Margaret,Inseto,,165.0,55.0,62.0,,11,9253.0,,,605,135.0,135.0,2,0,29.027278996708837,well,165.0,5526.0,lawyer,730967.0,211.0
3289,Exeggcute,Ashley,Voador,,,84.0,70.0,112.0,53,660.0,1.54,13.0,623,124.0,60.0,6,0,70.87358493136153,describe,148.0,3152.0,condition,1232367.0,243.0
3290,Dugtrio,Dawn,Dragão,,,54.0,89.0,35.0,86,3094.0,0.98,159.38,589,102.0,47.0,4,0,89.90997257214062,ground,10.0,6239.0,last,1166932.0,157.0
3291,Charizard,Anna,Psíquico,Lutador,70.0,18.0,62.0,12.0,64,4141.0,2.25,,540,78.0,22.0,4,0,91.30602883768,improve,248.0,7551.0,time,932593.0,37.0
3292,Caterpie,Brenda,Voador,,101.0,47.0,,57.0,69,4126.0,2.22,218.7,581,56.0,55.0,5,0,76.47393770447344,travel,100.0,3871.0,rather,827908.0,140.0
3293,Haunter,Michelle,Grama,,,29.0,44.0,67.0,31,2245.0,2.25,165.34,794,112.0,76.0,6,0,93.7458957146227,own,35.0,3235.0,student,1136466.0,96.0
3294,Rhyhorn,Victor,Gelo,,22.0,15.0,114.0,25.0,4,3949.0,2.09,,737,126.0,,1,0,45.484485998130275,person,80.0,7481.0,effect,,4.0
3295,Nidoran♀,Shelby,Sombrio,Água,137.0,32.0,24.0,45.0,17,4734.0,1.91,272.45,656,15.0,,3,0,38.14350785056163,network,142.0,6624.0,party,974386.0,190.0
3296,Charmeleon,Robert,Voador,,,41.0,21.0,75.0,66,1102.0,2.34,164.99,755,13.0,60.0,5,0,13.841489624647629,measure,78.0,3015.0,avoid,872371.0,51.0
3297,Ivysaur,Tanner,Voador,,169.0,59.0,105.0,,80,5095.0,,265.57,261,41.0,56.0,1,0,12.24399678763881,thousand,33.0,7704.0,wait,600582.0,0.0
3298,Magnemite,Richard,Lutador,Gelo,115.0,74.0,,67.0,69,7655.0,0.81,,582,109.0,,4,0,35.75418373409903,box,23.0,7083.0,early,1068941.0,196.0
3299,Machamp,Wesley,Água,Voador,85.0,,,,25,8413.0,,119.4,749,63.0,104.0,3,0,98.80688304152686,such,60.0,3283.0,whom,646311.0,118.0
3300,Goldeen,Allen,Fada,,91.0,104.0,119.0,85.0,49,9889.0,1.82,,359,23.0,14.0,1,0,93.33211508687069,other,118.0,4326.0,yet,1099734.0,211.0
3301,Butterfree,Rhonda,Psíquico,Fantasma,57.0,21.0,18.0,121.0,91,1892.0,,,217,106.0,79.0,5,0,93.84469201295089,between,187.0,6167.0,prepare,1522126.0,44.0
3302,Voltorb,Rebecca,Inseto,,116.0,82.0,52.0,68.0,89,4601.0,,,420,105.0,96.0,1,0,49.70274897013972,late,,1996.0,operation,,220.0
3303,Gloom,Katie,Água,,77.0,107.0,33.0,100.0,54,6953.0,0.87,184.4,576,141.0,99.0,7,0,97.11809131329817,nice,233.0,8352.0,true,1577131.0,61.0
3304,Jynx,Kathryn,Gelo,Fogo,187.0,41.0,104.0,42.0,94,1829.0,2.29,,769,113.0,147.0,5,0,21.321589188691824,plant,,7100.0,tonight,1260523.0,176.0
3305,Lapras,Denise,Elétrico,,102.0,36.0,,,43,9585.0,0.67,14.99,721,66.0,119.0,6,0,38.505309173434824,star,63.0,1531.0,prepare,1288482.0,244.0
3306,Nidoran♀,Victor,Fada,,58.0,65.0,44.0,108.0,55,6788.0,0.85,239.34,572,127.0,35.0,5,0,53.41044830785591,thank,206.0,,military,915400.0,131.0
3307,Goldeen,Alyssa,Fogo,Sombrio,108.0,146.0,106.0,116.0,49,4632.0,0.43,215.3,699,15.0,33.0,7,0,71.29008321762,step,103.0,5977.0,,1221593.0,60.0
3308,Kabuto,John,Fogo,,189.0,51.0,106.0,101.0,4,2285.0,,259.19,291,120.0,79.0,1,0,6.24794777251293,expert,11.0,2303.0,wait,1401806.0,13.0
3309,Gastly,Melissa,Pedra,,77.0,70.0,141.0,76.0,59,7665.0,,24.1,685,148.0,65.0,3,0,69.40456337245529,plant,114.0,2320.0,management,666169.0,0.0
3310,Paras,Ashley,Fada,,184.0,123.0,18.0,46.0,35,8495.0,2.28,,253,42.0,38.0,7,0,56.96162426885424,lose,11.0,6630.0,quality,1446203.0,31.0
3311,Haunter,Jonathan,Dragão,,188.0,117.0,140.0,37.0,60,1547.0,0.62,165.87,311,89.0,35.0,2,0,34.247627229228726,art,19.0,9433.0,large,918941.0,40.0
3312,Hitmonlee,Debbie,Lutador,,162.0,145.0,,8.0,60,2351.0,2.46,250.12,299,138.0,18.0,7,0,60.03706056724574,back,148.0,4333.0,already,978293.0,248.0
3313,Tauros,Aaron,Fantasma,,27.0,96.0,126.0,104.0,50,7301.0,0.6,174.92,560,90.0,102.0,7,0,56.115725889309076,share,11.0,5255.0,may,1588395.0,20.0
3314,Magneton,Christine,Água,Inseto,150.0,136.0,41.0,132.0,70,1437.0,0.63,156.84,447,83.0,137.0,2,0,15.145672138584432,choose,122.0,4023.0,section,1311531.0,211.0
3315,Omanyte,Philip,Voador,Aço,70.0,131.0,55.0,76.0,3,2184.0,,137.41,417,76.0,121.0,4,0,49.93834715163907,situation,24.0,7677.0,writer,886018.0,205.0
3316,Wigglytuff,James,Fogo,,66.0,36.0,127.0,91.0,50,407.0,,72.69,247,70.0,42.0,5,0,31.33212639073396,on,214.0,9018.0,true,1261673.0,254.0
3317,Marowak,William,Fantasma,,141.0,112.0,93.0,5.0,10,9931.0,0.59,,639,96.0,,5,0,22.010004162048237,statement,28.0,6160.0,just,1423682.0,52.0
3318,Kabutops,Dawn,Psíquico,,101.0,27.0,140.0,36.0,53,7934.0,1.01,32.63,527,44.0,,3,0,85.00457629869659,control,115.0,6884.0,see,851489.0,215.0
3319,Kakuna,Danny,Fada,Fantasma,92.0,38.0,,45.0,15,8054.0,,,280,80.0,47.0,5,0,14.73392250269443,pay,8.0,4987.0,relationship,1596473.0,118.0
3320,Pikachu,Amy,Lutador,Voador,151.0,111.0,31.0,,25,9716.0,,102.26,624,55.0,97.0,4,0,74.86379444877657,use,39.0,4115.0,work,733731.0,21.0
3321,Raichu,Justin,Água,,41.0,65.0,98.0,41.0,5,2230.0,,37.61,532,48.0,88.0,5,0,48.58591846383711,along,90.0,8175.0,decision,1615317.0,
3322,Gloom,Michael,Grama,,,39.0,16.0,9.0,17,7059.0,0.68,,453,25.0,118.0,6,0,21.575008375900538,practice,121.0,7902.0,public,800775.0,203.0
3323,Weepinbell,Jennifer,Voador,,135.0,50.0,142.0,87.0,8,5743.0,,,673,37.0,57.0,7,0,99.95146038318484,personal,244.0,5725.0,claim,1248995.0,107.0
3324,Dratini,Catherine,Psíquico,Psíquico,180.0,92.0,24.0,,67,,2.35,,652,106.0,89.0,1,0,87.49272913329436,trouble,227.0,7960.0,hundred,853879.0,197.0
3325,Dugtrio,Dustin,Grama,Inseto,189.0,110.0,36.0,66.0,75,122.0,,133.81,635,60.0,60.0,5,0,90.32516192524636,student,65.0,4598.0,position,1417235.0,
3326,Chansey,Bradley,Dragão,Pedra,150.0,53.0,117.0,109.0,80,3448.0,2.28,108.54,680,147.0,53.0,6,0,44.55090354472586,where,23.0,3991.0,environmental,1231309.0,31.0
3327,Horsea,Michael,Lutador,,85.0,123.0,69.0,17.0,20,7127.0,0.71,167.18,398,146.0,117.0,3,0,88.72199242954645,age,114.0,6271.0,price,1375736.0,53.0
3328,Weepinbell,Michelle,Dragão,,196.0,110.0,122.0,94.0,66,5832.0,1.32,10.95,748,107.0,66.0,1,0,54.99187179844242,pattern,,6743.0,machine,1630967.0,147.0
3329,Venonat,Robert,Psíquico,,104.0,93.0,149.0,31.0,56,1043.0,1.04,239.41,555,13.0,49.0,2,0,67.8925420806323,shoulder,27.0,7465.0,its,1388089.0,109.0
3330,Paras,Mitchell,Elétrico,,91.0,81.0,,,91,9917.0,,220.71,665,64.0,91.0,4,0,56.103479104576024,energy,200.0,7415.0,garden,1125362.0,
3331,Tentacool,Lisa,Sombrio,,121.0,51.0,37.0,98.0,21,8426.0,2.48,296.55,753,75.0,93.0,3,0,58.79945737477558,nor,103.0,7533.0,,1401171.0,235.0
3332,Ditto,Kaitlyn,Aço,,112.0,107.0,144.0,89.0,81,9813.0,1.22,54.99,663,68.0,128.0,1,0,37.79000245271404,election,138.0,8357.0,standard,1167771.0,151.0
3333,Scyther,Martin,Aço,Água,,26.0,15.0,107.0,75,8974.0,1.97,198.64,416,144.0,39.0,7,0,81.72611706416131,life,240.0,1197.0,,691862.0,41.0
3334,Muk,Michael,Psíquico,,146.0,122.0,90.0,115.0,56,4254.0,2.1,211.9,420,67.0,140.0,6,0,51.77568669543091,big,171.0,7811.0,magazine,774560.0,191.0
3335,Dodrio,Michael,Psíquico,,154.0,64.0,90.0,,16,6151.0,,27.0,476,44.0,95.0,3,0,11.397447474068944,of,108.0,1919.0,chair,939154.0,8.0
3336,Nidoking,Loretta,Dragão,,31.0,122.0,,18.0,11,7845.0,,49.83,255,145.0,22.0,6,0,38.05114099415492,skill,239.0,5452.0,item,1396096.0,143.0
3337,Dugtrio,Eric,Gelo,,90.0,144.0,47.0,18.0,87,6553.0,1.71,213.71,685,148.0,71.0,5,0,54.52936780504236,enough,192.0,,,1481876.0,64.0
3338,Sandslash,Charles,Gelo,Grama,47.0,127.0,24.0,92.0,42,8299.0,1.53,215.68,717,134.0,100.0,3,0,92.28949100031318,lawyer,253.0,5605.0,trade,1040966.0,148.0
3339,Jigglypuff,Pamela,Pedra,Sombrio,95.0,106.0,26.0,27.0,26,2214.0,0.53,14.23,505,14.0,46.0,2,0,84.21352397149052,sound,,4094.0,something,,247.0
3340,Drowzee,Mary,Voador,,,144.0,,72.0,22,8740.0,2.46,22.16,523,105.0,96.0,1,0,22.63173947780077,action,171.0,5808.0,future,983676.0,
3341,Diglett,Michael,Dragão,,156.0,55.0,119.0,,41,8116.0,,,265,93.0,11.0,4,0,23.446550792417053,next,99.0,3283.0,rock,1397556.0,78.0
3342,Pinsir,Jo,Inseto,Aço,109.0,54.0,,79.0,50,449.0,,154.13,522,103.0,74.0,4,0,78.05048002475989,here,94.0,9894.0,send,903342.0,254.0
3343,Gloom,Daniel,Lutador,,66.0,110.0,102.0,,67,879.0,,89.85,732,118.0,38.0,4,0,50.802752833760266,interview,39.0,4826.0,sing,1102383.0,118.0
3344,Bellsprout,Michael,Gelo,Pedra,125.0,65.0,96.0,48.0,49,8842.0,0.67,50.36,723,85.0,93.0,5,0,16.25459859690286,body,214.0,9435.0,practice,1169093.0,173.0
3345,Mankey,Brian,Inseto,,112.0,29.0,39.0,21.0,29,7866.0,,96.09,756,135.0,43.0,5,0,72.50841696162517,sea,10.0,9620.0,near,1250665.0,53.0
3346,Spearow,Nathan,Fada,,124.0,22.0,,,82,899.0,1.2,67.84,421,,55.0,6,0,13.554598976915166,free,88.0,7163.0,TV,857301.0,192.0
3347,Fearow,John,Lutador,,110.0,148.0,73.0,109.0,79,1554.0,0.99,77.48,632,107.0,100.0,3,0,9.043702948292609,single,246.0,7903.0,wall,1018371.0,91.0
3348,Haunter,James,Fada,,59.0,89.0,122.0,50.0,86,581.0,2.32,252.61,728,142.0,117.0,2,0,20.26370354709538,rich,83.0,6102.0,mention,1170589.0,157.0
3349,Nidoking,Katie,Psíquico,,173.0,25.0,107.0,123.0,10,4912.0,0.95,41.55,711,93.0,139.0,3,0,69.31432286226654,middle,28.0,9519.0,serious,1135911.0,20.0
3350,Golduck,William,Voador,,81.0,35.0,120.0,,93,7734.0,1.72,263.99,495,19.0,88.0,7,0,76.80183284137425,early,157.0,6506.0,cold,,223.0
3351,Mew,Tony,Água,Água,100.0,52.0,97.0,77.0,66,,0.97,,606,72.0,23.0,5,0,99.96917794622962,man,204.0,7060.0,,1424843.0,208.0
